,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
426,,2016-11-16 08:40,"Boat slip at Fairfax Yacht Club (FYC). Available now. Can accommodate a boat up to 34 feet long by 12 feet wide. Fairfax Yacht Club floating docks have water, electricity, and wifi at each slip. This slip also has a large dock box for extra storage. FYC has gated and secure grounds, fully outfitted clubhouse with a newly renovated kitchen, nice bathrooms and showers, a large lawn and play area for children, picnic tables and barbeque grills, and beautiful/serene views hidden at the southern tip of Fairfax County. Join this beautiful and friendly boating community. Call show contact info for more information. FYC street address is 10721 Old Colchester Road, Mason Neck, Virginia 22079. By car, it is easy access from any of Route 1, Route 123, or I-95. The FYC website is: http://www.fairfaxyachtclub.com For more information call show contact info slip, boat rental slip, boat slip rental, dock, docks, marina slip, marina dock, floating dock, northern virginia boat slip, washington dc marina slip, 34' marina slip",,5878859179,34,,,$3000,human," (Occoquan River, Fairfax County)","Boat Slip (A-16) for rent on Occoquan River 34' x 12' $3,000/yr.",https://washingtondc.craigslist.org/nva/boa/5878859179.html,
427,,2016-11-16 08:36,For sale as is.  Pontoon is $400.00.  The deck is 16'lx8'w.   The pontoons are 20' long.   No  title.  No motor.  No trailer.,,5858206108,20,,,$400,power, (Manassas),Pontoon,https://washingtondc.craigslist.org/nva/boa/5858206108.html,
428,good,2016-11-16 08:21,"I have a 80 horsepower aluminum hull john boat.  It is a great boat for hunting, fishing, crabbing...  It comes with all the safety gear needed for boating, and jet kit to convert the motor to a jet.  The boat needs a tune up, but otherwise it is in good condition.  I have some crabbing gear that I can throw in as well as additional parts to include two extra propellers. Asking $3000 obo",,5872835328,18,Monarch,johnboat,$3000,power, (Springfield),1980 18ft aluminum john boat for sale,https://washingtondc.craigslist.org/nva/boa/5872835328.html,1980
429,good,2016-11-16 08:12,"Moving to the west coast next year so our beloved Wellcraft is up for sale. I have owned the boat for 5 years and it has been the perfect boat for our family. At 26 ft., it is a great size for a full day on the water with plenty of room for everyone. Equipped with a 7.4L big block MerCrusier and Bravo 1 outdrive, full cover, bimini, and camper top, and currently has around 550 hours on it. I purchased the boat from the original owner, who had bought and stored the boat indoors its whole life at Time 'n Tyde Marina in Woodbridge. Since taking ownership, the boat has been kept at Pilot House Marina. Bottom paint was last done 2 years ago as we were keeping it in a wet slip. The past two seasons we opted for the covered lift slip to avoid doing the bottom paint again. Last winter a drive service was done, as well as new starter, gimbal bearing and bellows. All work was performed at Potomac Marine - I can provide any interested buyer with a contact at the shop who is very familiar with the boat. This past season we had absolutely no issues, with approximately 20 outings. All photos below are from various trips this season. Each time we went out the boat started right up, and runs strong. There are a few minor things that need some work - the radio is not hooked up. The 4 original speakers are still in place and likely still work, but the headunit will need to be replaced. The boat has a fresh water system with a small tank in the stern, but the pump does not kick on when the switch is flipped. We never used it anyway so it wasn't a concern. Lastly, the carpeting on the inside of the gunwales needs to be glued back up or replaced. Boat is still in its slip, and a test ride could be arranged. I do not have a trailer for it, so any transportation needs to be arranged by the buyer. Please feel free to call or text with any other questions. Open to all reasonable offers, three one five four four zero seven two four eight. Thanks!",550,5878811180,26,Wellcraft,Eclipse 260,$10000,power, (Woodbridge),1997 Wellcraft Eclipse 260,https://washingtondc.craigslist.org/nva/boa/5878811180.html,1997
430,,2016-11-16 07:49,2 Jet Skis 1996 models. One Kawasaki & One Sea Doo. One Double Trailer $1000 Cash. No Titles to Anything. These came out of a tow yard in MD. I bought them last season and had no time to work on them. My loss is your gain. Bobby show contact info,0,5878813227,10,Kawasaki,Sea Doo,$1000,power, (Occoquan),2Jet Skis w/ Double Trailer,https://washingtondc.craigslist.org/nva/boa/5878813227.html,1996
431,excellent,2016-11-16 07:46,"This Alden Ocean Shell double/single comes with two Oarmaster rowing units, two pair of composite sculling oars. The flat bottom provides stability while the slightly flared bow provides lift over waves, helping to maintain a powerful, even stroke. Oarlocks are placed forward of the uniquely designed canted rigger, allowing rowing through the pin at the catch for a longer stroke. Rigging is mounted to the floor of the hull, but can be removed in less than a minute. Oarlocks extra long oarlock pins provide the vertical adjustment for varying water conditions. The Alden can be seen at Point of Rocks, Maryland, but I can deliver it anywhere in the Baltimore/Washington area. The Alden sells this hull for $5,000 new, plus $700 for best rigging and $500 for competition oars.",,5878810867,18,Alden,Ocean Shell,$3600,human, (Point of Rocks),Alden Ocean Shell 18ft. double/single,https://washingtondc.craigslist.org/mld/boa/5878810867.html,
432,,2016-11-16 07:19,Original owner Twin 250 Yamaha ox66 Call or text for more information - show contact info,,5878792116,28,,,$1,power, (Sterling),Century 2800 Center Console,https://washingtondc.craigslist.org/nva/boa/5878792116.html,
433,new,2016-11-16 06:49,"Please Share - 2013 G3 177 Guide Aluminum V-bottom Boat for Sale - Brand new condition - Bought brand new from dealer in January 2015 - 35  hours on motor  - 60 HP Yamaha Motor - 24 volts 70 lb thrust trolling motor - 17' 7"" long - 2 live wells, boat cover, and matching trailer - $12000 or best offer",35,5871433758,17,G3,,$12000,power," (college park, md)",2013 G3 Aluminum Boat,https://washingtondc.craigslist.org/mld/boa/5871433758.html,
434,good,2016-11-16 06:12,"2001 Odyssey Millennium 17 feet Pontoon. With a 2001 EZ loader trailer and a 2 stroke Johnson outboard motor. Boat is rated for 10 people. Boat comes with the following. Factory radio, fish finder, boat anchor, 2 oars, brand new tie downs, new 12'' stern fold down light. The following has just recently been completed. MD. inspection for the trailer and brand new L.E.D lights. Motor has had the lower oil unit replaced, spark plugs, oil and gas filter replaced and a brand new primer bulb. Turnkey ready for the water for cruising, crabbing, fishing, family fun, parties, and much more. Serious inquires, cash only.  Please text first due to my schedule. Dee 240-232-787five.",,5878759724,17,Odyssey,Millennium,$4500,power,,Pontoon Boat,https://washingtondc.craigslist.org/mld/boa/5878759724.html,2001
435,good,2016-11-16 05:19,"2001 Sea Doo Challenger 2000. Has a mercury V6 with 240 HP. Comes with a 2001 shoreline trailer with surge brakes. Has a Bimini top, carpet, travel cover, radio, built in cooler, anchor, life jackets, two person tube, dock lines, bumpers, everything you need to take it out. The battery and Hawk Eye depth finder are about a year old.",,5858932958,20,Sea Doo,Challenger,$9000,power, (Manassas),2001 Sea Doo Jet Boat,https://washingtondc.craigslist.org/nva/boa/5858932958.html,2001
436,,2016-11-16 04:41,"Kencraft Challenger 250 with twin Suzuki 200hp Electronic Fuel Injection outboards.  Engines have perfect compression (118 -120 psi) across all 12 cylinders and these are the reliable 1998 series motors.  Lower units just serviced and new water pumps installed.  New factory ""spare"" lower unit that was $3,900 is included.  Very good condition with T-top, electronics (Radar/GPS chart plotter/fish finder), extremely fast and reliable setup for Offshore and Bay fishing.  Trailer available.",,5878727083,25,Kencraft,250 Challenger,$12500,power, (National Harbor),Kencraft Challenger 250 with twin 200hp Suzuki Fuel Injection,https://washingtondc.craigslist.org/mld/boa/5878727083.html,
437,,2016-11-16 04:24,Zodiac Hurricane 640 - Full Military spec.  Factory Zodiac aluminum T-top - Gray Hull and sponsons (tube set) in excellent shape.  Dual Fuel tanks - Hydraulic Steering - Twin Evinrude Ocean Pro 90hp carb - very reliable and extremely low hours - less than 100.  Tow bridle and radar arch.  New 5 Star galvanized dual axle trailer with surge disc brakes included (not shown).  Serious inquires only.,,5878727352,25,,,$19500,power, (National Harbor),Zodiac Hurricane 640 Military Spec,https://washingtondc.craigslist.org/mld/boa/5878727352.html,
438,,2016-11-16 04:23,"Bertram 42 Sportfish Flybridge - Detroit Diesel 671 Turbo - (Rebuilt low hours), outriggers, custom flybridge enclosure, Furuno radar / GPS Chart plotter, AC/Heat.",,5878727175,42,Bertram,Sportfish,$39500,power, (National Harbor),Bertram 42 Sportfish Flybridge,https://washingtondc.craigslist.org/mld/boa/5878727175.html,
439,,2016-11-16 04:22,"Rare V8 high output motor.  In running condition but needs work inside mid section with a water leak.  It can be run the way it is or you can fix.  New ignition power pack, starter, wires and impeller.  Good trim motor, lower unit and SS prop.  Make reasonable offer.",,5878726926,30,,,,power,,Evinrude Ocean Pro 250hp V8 Carb long shaft 30inch Outboard,https://washingtondc.craigslist.org/mld/boa/5878726926.html,
440,,2016-11-16 04:22,"Kencraft Challenger 250 with twin Suzuki 200hp Electronic Fuel Injection outboards.  Engines have perfect compression (118 -120 psi) across all 12 cylinders and these are the reliable 1998 series motors.  Lower units just serviced and new water pumps installed.  New factory ""spare"" lower unit that was $3,900 is included.  Very good condition with T-top, electronics (Radar/GPS chart plotter/fish finder), extremely fast and reliable setup for Offshore and Bay fishing.  Trailer available.",,5878726809,25,Kencraft,250 Challenger,$12500,power, (National Harbor),Kencraft Challenger 250 with twin 200hp Suzuki Fuel Injection,https://washingtondc.craigslist.org/mld/boa/5878726809.html,
441,like new,2016-11-15 22:06,"2016 Tohatsu 4HP like new , barely broken in call or text me anytime for any inquiries. $1000 OBO",5,5878536688,15,Tohatsu,,$1000,power, (NOVA),Outboard Motor For Sale,https://washingtondc.craigslist.org/nva/boa/5878536688.html,2016
442,,2016-11-15 22:06,"1980 Catalina 25, $3500 Batterie marine , 4 temps,  in perfect condition. . 3.8 draught and 25 feet in length. Comfortably sleeps 6 adults. Includes: Large sail, genoa 150, jib, . Clean gas stove with 1 burners. 50 L integrated water tank. Portable toilet which . 2013 12 volts marine battery - like new. 2010 9 hp Jhonson outboard motor -",,5878536082,25,,,$3500,sail, (Pasadena md),"1980 Catalina 25,Reduced 3500",https://washingtondc.craigslist.org/mld/boa/5878536082.html,
443,new,2016-11-15 22:05,"For Sale a brand new Hobie inflatable kayak i11s with mirage drive, only used once comes complete with the new vantage seat, paddle, pump, patch kit and rolling bag for storage. call or text me anytime for any inquiries.",,5878535712,11,Hobie,i11s,$1600,human, (Nova),Hobie mirage  i11s,https://washingtondc.craigslist.org/nva/boa/5878535712.html,2016
444,,2016-11-15 21:00,2003 SeaRay bowrider in good condition with dual axle Eagle trailer Executive series adds a nice color combo package. The boat is 24' long with swim platform about 26' Lower hours on motor (around 150 I have to check) Mercruiser 5.0L MPI (fuel injected) Trailer and boat professionally maintained. Port o potty bow filler cushions mooring cover Everything works new water pump new belts stainless prop bravo drive radio subwoofer amp Additions: New monster mtk wakeboard tower professionally installed. The tower has been great and lots of fun. Dual batteries Selectable battery switch,,5878471513,24,,,$20000,power, (fairfax),2003 SeaRay 240 Bowrider Executive Series,https://washingtondc.craigslist.org/nva/boa/5878471513.html,
445,good,2016-11-15 20:40,16ft 85hp 2 stroke Boat runs perfect. New lower unit New prop Ready to go on the water today. Comes with ez loader trailer. Clean titles with both Thanks,,5864399596,16,Marcury 850.,2 stroke,$3500,power, (Gaithersburg),Boat 4winns,https://washingtondc.craigslist.org/mld/boa/5864399596.html,
446,,2016-11-15 20:25,1991 Regal Valanti 260 newer rebuilt engines with less than 300 hours and lots of upgrades in the last couple of seasons,,5878432107,26,Regal,Valanti 260,$7500,power,,1991 Regal 260 Valanti BRING ALL OFFERS! Want gone before winter!,https://washingtondc.craigslist.org/doc/boa/5878432107.html,1991
447,good,2016-11-15 20:16,"Boat Garage kept,clean, with boat covers. Trailer has new lights ,chains ,wires. Was running great but wouldn't go into reverse.Had it looked at by boat shop , states ring broken off on the number 1 piston on 112 HP Evinrude outboard engine.",,5878422377,17,Sunbird,,$3800,power, (Woodbridge),"1995 Sunbird 17'2""",https://washingtondc.craigslist.org/nva/boa/5878422377.html,1995
448,,2016-11-15 19:53,I selling my boat more info call me show contact info Dilmer,,5878396395,17,,,$3300,sail, (Springfield),Boats bayliner,https://washingtondc.craigslist.org/mld/boa/5878396395.html,
449,,2016-11-15 19:16,His and Hers kayaks His 14 ft red Seahawk 550$ Hers 11 ft pink Venus II 350$ 800 for both Used twice excellent condition,,5878351276,14,,,$800,human, (Haymarket VA),Kayaks for sale Northern Virginia,https://washingtondc.craigslist.org/nva/boa/5878351276.html,
450,like new,2016-11-15 18:23,Perfect supercharged FZS with trailer owned by 60 year old man garage and lift kept.,35,5878283560,10,yamaha,FZS SVHO,$9000,power, (Nanjemoy Md.),2014 Yamaha waverunner,https://washingtondc.craigslist.org/mld/boa/5878283560.html,2014
451,like new,2016-11-15 18:23,Perfect supercharged FZS with trailer owned by 60 year old man garage and lift kept.,35,5878283205,10,yamaha,FZS SVHO,$9000,power, (Nanjemoy Md.),2014 Yamaha waverunner,https://washingtondc.craigslist.org/mld/boa/5878283205.html,2014
452,,2016-11-15 18:22,"Moving, serious offers considered boat located at goose bay Marina where it has always been serviced. Cost 385.000 new in 2001.I am the third owner very low hours.",450,5878282177,38,Cruisers,3675,$65000,power, (Nanjemoy),3675 crusiers,https://washingtondc.craigslist.org/mld/boa/5878282177.html,2001
453,,2016-11-15 18:06,"Project boat/Solid Trailer NEEDS TO GO THIS WEEK, tore out old floor to reenforce fiberglass but moved away and now that I'm back I need it gone. Comes with all the fiberglass, epoxy, resin needed to complete the job ($350 alone). Just need to buy the wood and put it together to get it on the water (ascetics are up to you). No motor. Trailer is in excellent shape. I've had people ask to buy the windshield alone for their project boats but I need the whole thing gone. Email, call or text, let me know!",,5878260395,16,Starcraft,,$400,power, (Rockville),16ft Starcraft Fiberglass Boat and trailer,https://washingtondc.craigslist.org/mld/boa/5878260395.html,
